0.3140 	WARNING 	Movie2 stim could not be imported and won't be available
83.6022 	EXP 	window1: recordFrameIntervals = False
83.6178 	EXP 	text_3: autoDraw = False
83.6178 	EXP 	text_3: autoDraw = False
83.6178 	EXP 	text: autoDraw = True
83.6180 	EXP 	window1: recordFrameIntervals = False
84.2350 	EXP 	text_2: autoDraw = True
84.4186 	EXP 	text_2: autoDraw = False
84.4527 	DATA 	Keypress: space
84.4687 	EXP 	text: autoDraw = False
84.4687 	EXP 	text_2: autoDraw = False
84.4687 	EXP 	text_3: autoDraw = True
85.4544 	EXP 	New trial (rep=40, index=0): None
85.4546 	EXP 	window1: recordFrameIntervals = False
85.4697 	EXP 	text_3: autoDraw = False
85.4697 	EXP 	text_3: autoDraw = False
85.4697 	EXP 	text: autoDraw = True
85.4699 	EXP 	window1: recordFrameIntervals = False
86.3540 	EXP 	text_2: autoDraw = True
86.5545 	EXP 	text_2: autoDraw = False
86.6048 	DATA 	Keypress: space
86.6211 	EXP 	text: autoDraw = False
86.6211 	EXP 	text_2: autoDraw = False
86.6211 	EXP 	text_3: autoDraw = True
87.6063 	EXP 	New trial (rep=41, index=0): None
87.6065 	EXP 	window1: recordFrameIntervals = False
87.6222 	EXP 	text_3: autoDraw = False
87.6222 	EXP 	text_3: autoDraw = False
87.6222 	EXP 	text: autoDraw = True
87.6225 	EXP 	window1: recordFrameIntervals = False
88.2398 	EXP 	text_2: autoDraw = True
88.4229 	EXP 	text_2: autoDraw = False
88.4902 	DATA 	Keypress: space
88.5065 	EXP 	text: autoDraw = False
88.5065 	EXP 	text_2: autoDraw = False
88.5065 	EXP 	text_3: autoDraw = True
89.4920 	EXP 	New trial (rep=42, index=0): None
89.4921 	EXP 	window1: recordFrameIntervals = False
89.5077 	EXP 	text_3: autoDraw = False
89.5077 	EXP 	text_3: autoDraw = False
89.5077 	EXP 	text: autoDraw = True
89.5079 	EXP 	window1: recordFrameIntervals = False
90.1087 	EXP 	text_2: autoDraw = True
90.2920 	EXP 	text_2: autoDraw = False
90.3594 	DATA 	Keypress: space
90.3755 	EXP 	text: autoDraw = False
90.3755 	EXP 	text_2: autoDraw = False
90.3755 	EXP 	text_3: autoDraw = True
91.3608 	EXP 	New trial (rep=43, index=0): None
91.3610 	EXP 	window1: recordFrameIntervals = False
91.3765 	EXP 	text_3: autoDraw = False
91.3765 	EXP 	text_3: autoDraw = False
91.3765 	EXP 	text: autoDraw = True
91.3767 	EXP 	window1: recordFrameIntervals = False
92.0943 	EXP 	text_2: autoDraw = True
92.2774 	EXP 	text_2: autoDraw = False
92.3277 	DATA 	Keypress: space
92.3441 	EXP 	text: autoDraw = False
92.3441 	EXP 	text_2: autoDraw = False
92.3441 	EXP 	text_3: autoDraw = True
93.3298 	EXP 	New trial (rep=44, index=0): None
93.3301 	EXP 	window1: recordFrameIntervals = False
93.3456 	EXP 	text_3: autoDraw = False
93.3456 	EXP 	text: autoDraw = True
93.3458 	EXP 	window1: recordFrameIntervals = False
94.1296 	EXP 	text_2: autoDraw = True
94.3133 	EXP 	text_2: autoDraw = False
94.3469 	DATA 	Keypress: space
94.3630 	EXP 	text: autoDraw = False
94.3630 	EXP 	text_2: autoDraw = False
94.3630 	EXP 	text_3: autoDraw = True
95.3486 	EXP 	New trial (rep=45, index=0): None
95.3487 	EXP 	window1: recordFrameIntervals = False
95.3643 	EXP 	text_3: autoDraw = False
95.3643 	EXP 	text_3: autoDraw = False
95.3643 	EXP 	text: autoDraw = True
95.3645 	EXP 	window1: recordFrameIntervals = False
96.2156 	EXP 	text_2: autoDraw = True
96.3993 	EXP 	text_2: autoDraw = False
96.4492 	DATA 	Keypress: space
96.4654 	EXP 	text: autoDraw = False
96.4654 	EXP 	text_2: autoDraw = False
96.4654 	EXP 	text_3: autoDraw = True
97.4512 	EXP 	New trial (rep=46, index=0): None
97.4513 	EXP 	window1: recordFrameIntervals = False
97.4668 	EXP 	text_3: autoDraw = False
97.4668 	EXP 	text_3: autoDraw = False
97.4668 	EXP 	text: autoDraw = True
97.4670 	EXP 	window1: recordFrameIntervals = False
98.1005 	EXP 	text_2: autoDraw = True
98.2840 	EXP 	text_2: autoDraw = False
98.3182 	DATA 	Keypress: space
98.3343 	EXP 	text: autoDraw = False
98.3343 	EXP 	text_2: autoDraw = False
98.3343 	EXP 	text_3: autoDraw = True
99.3200 	EXP 	New trial (rep=47, index=0): None
99.3202 	EXP 	window1: recordFrameIntervals = False
99.3357 	EXP 	text_3: autoDraw = False
99.3357 	EXP 	text_3: autoDraw = False
99.3357 	EXP 	text: autoDraw = True
99.3359 	EXP 	window1: recordFrameIntervals = False
99.8528 	EXP 	text_2: autoDraw = True
100.0363 	EXP 	text_2: autoDraw = False
100.1038 	DATA 	Keypress: space
100.1198 	EXP 	text: autoDraw = False
100.1198 	EXP 	text_2: autoDraw = False
