xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,learningStimOnset,learningFixOnset,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,fixStopOnset,goStimOnset,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,computedRewardOutput,EndingSSD,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,auctionResponse.keys,auctionResponse.rt,key_resp_6.keys,key_resp_6.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.086550951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,0,0,0,8,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.400302171707,0.506789922714,0.00407004356384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,0,1,1,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417345046997,0.507356882095,0.00176382064819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,0,2,2,4,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0,0.434102058411,0.513154983521,0.00156807899475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,0,2,2,4,1,0,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.333884000778,0.515918016434,0.00144696235657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,0,3,3,9,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.383681058884,0.506789922714,0.00155901908875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,0,4,4,6,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.368173837662,0.513117074966,0.000974893569946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,0,5,5,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.300999879837,0.511781930923,0.00155305862427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,0,6,6,7,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367491006851,0.500935077667,0.000951051712036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,0,7,7,5,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.450465202332,0.504409074783,0.000916004180908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,0,8,8,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,0,0.600609064102,0.50053691864,0.00156497955322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,0,8,8,2,1,0,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.216467142105,0.500443935394,0.00132894515991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,0,9,9,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,0.509817123413,0.00157713890076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,0,9,9,1,1,0,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.300399065018,0.516644001007,0.00112009048462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,go,trianglegray.gif,z,1,0.6176841259,1,0.6176841259,1,0,0,0,0,0.00128293037415,0.510951042175,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,stop,linemagenta.gif,z,1,0.518084049225,1,0.6176841259,1,1,0,0,0,0.00171089172363,0.51432800293,0.764408111572,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,stop,circleorange.gif,None,0,,1,0.6176841259,1,2,1,0,0,0.00120401382446,0.512781143188,0.764520168304,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,stop,hexagoncyan.gif,z,1,0.551831960678,1,0.6176841259,1,3,1,0,0,0.00123286247253,0.513533830643,0.763864994049,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,go,squareblue.gif,None,0,,2,0.6176841259,1,3,1,1,0,0.00133991241455,0.513140916824,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,go,invertedtrianglegreen.gif,m,1,0.450959920883,3,1.06864404678,2,3,1,1,0,0.00124001502991,0.513221979141,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,go,hexagoncyan.gif,m,1,0.500993013382,4,1.56963706017,3,3,1,1,0,0.00144004821777,0.513782024384,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,3,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,stop,diamondyellow.gif,None,0,,4,1.56963706017,3,4,2,1,0,0.0014328956604,0.512812852859,0.762974977493,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,go,squareblue.gif,m,1,0.566578149796,5,2.13621520996,4,4,2,1,0,0.00125288963318,0.513733863831,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,go,crosswhite.gif,m,1,0.833961009979,6,2.97017621994,5,4,2,1,0,0.00144410133362,0.513546943665,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,41.8557980061,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3164961338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,a,1,0.451194047928,0.507441997528,0.00123190879822,,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,a,1,0.601971149445,0.515827894211,0.000978946685791,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,0,0.417442083359,0.504142999649,0.00115084648132,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,1,1,0,1,0,None,,,,,,,,,,,,,,,,,,,q,1,0.283756971359,0.516201972961,0.001051902771,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,q,1,0.400764942169,0.509782075882,0.000921010971069,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,w,1,0.351290225983,0.507827997208,0.000968933105469,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,a,1,0.417896986008,0.505432128906,0.000931978225708,,,,,,,,,,,,,,,,,,,2.17,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,1,0.334438085556,0.504452943802,0.00095009803772,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,w,1,0.28452205658,0.503175973892,0.00121283531189,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,a,1,0.350625991821,0.500343084335,0.00142812728882,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,1,0.367707967758,0.500957965851,0.000924825668335,,,,,,,,,,,,,,,,,,,4.06,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,a,1,0.367230176926,0.509671926498,0.000933885574341,,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,1,0.367213010788,0.512753009796,0.00092601776123,,,,,,,,,,,,,,,,,,,2.12,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,None,0,,0.510576963425,0.000915050506592,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,3,1,0,1,0,None,,,,,,,,,,,,,,,,,,,a,1,0.333623886108,0.515966892242,0.00174307823181,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,a,1,0.366501092911,0.511501073837,0.000925064086914,,,,,,,,,,,,,,,,,,,1.21,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,q,1,0.451400995255,0.510960817337,0.000952959060669,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,w,1,0.317708969116,0.506017923355,0.000911951065063,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,1,0.317665100098,0.50189614296,0.000939130783081,,,,,,,,,,,,,,,,,,,1.21,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,1,0.417616844177,0.504189968109,0.00098180770874,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,1,0.350589036942,0.510254859924,0.0010199546814,,,,,,,,,,,,,,,,,,,2.17,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,a,1,0.43431687355,0.504050016403,0.00118494033813,,,,,,,,,,,,,,,,,,,3.78,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,w,1,0.367947101593,0.513514995575,0.000937938690186,,,,,,,,,,,,,,,,,,,4.15,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,w,1,0.368208885193,0.506129980087,0.00124001502991,,,,,,,,,,,,,,,,,,,3.86,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,a,1,0.468058109283,0.510056018829,0.00092601776123,,,,,,,,,,,,,,,,,,,3.99,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,a,1,0.484332084656,0.512798070908,0.000920057296753,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,w,1,0.350221157074,0.512326002121,0.000913858413696,,,,,,,,,,,,,,,,,,,1.13,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,0,0.484470129013,0.501027107239,0.000930070877075,,,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,0,1,0,1,0,None,,,,,,,,,,,,,,,,,,,w,1,0.15011882782,0.516756057739,0.00127410888672,,,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
