xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Blocks.thisTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,ok1.keys,ok1.rt,StartTrialTimeStamp,resp.keys,resp.corr,resp.rt,key_resp_8.keys,learningStimOnset,learningFixOnset,EndTrialTimeStamp,,,,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,fixStopOnset,goStimOnset,stopSignalOnset,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,computedRewardOutput,expName,gender (m/f),age,frameRate,session,date,participant
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,2,54,0,0,0,0,0,None,,,424.87942,None,0,,None,0.513489008,0.000941038,427.8788891,3.786378145,2.999469042,0.786909103,,,,,,,,,,,,,,,,,,,,,0.94,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,2,54,0,1,0,1,0,None,,,427.8794131,None,0,,None,0.515835047,0.001417875,430.8808341,3.001945019,3.001420975,0.000524044,,,,,,,,,,,,,,,,,,,,,0.77,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,2,54,0,2,0,2,0,None,,,430.881361,None,0,,None,0.516052008,0.001008034,433.88325,3.002415895,3.00188899,0.000526905,,,,,,,,,,,,,,,,,,,,,0.95,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,2,54,0,3,0,3,0,None,,,433.8838861,None,0,,None,0.515893936,0.001118898,436.88588,3.002629995,3.001993894,0.000636101,,,,,,,,,,,,,,,,,,,,,1.12,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,2,54,0,4,0,4,0,None,,,436.886462,None,0,,None,0.532782078,0.001101971,439.888231,3.002351046,3.001769066,0.00058198,,,,,,,,,,,,,,,,,,,,,1.22,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,2,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,3,55,1,0,0,0,0,None,,,440.5583251,None,0,,None,0.513981819,0.001113892,443.5583711,3.670140028,3.000046015,0.670094013,,,,,,,,,,,,,,,,,,,,,1.01,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,3,55,1,1,0,1,0,None,,,443.559047,None,0,,None,0.515679836,0.001405954,446.5604951,3.002124071,3.001448154,0.000675917,,,,,,,,,,,,,,,,,,,,,0.77,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,3,55,1,2,0,2,0,None,,,446.5611379,None,0,,None,0.516042948,0.00130105,449.562938,3.002442837,3.00180006,0.000642777,,,,,,,,,,,,,,,,,,,,,0.94,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,3,55,1,3,0,3,0,None,,,449.5636699,None,0,,None,0.515635967,0.001308918,452.5652051,3.002267122,3.001535177,0.000731945,,,,,,,,,,,,,,,,,,,,,0.77,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,3,55,1,4,0,4,0,None,,,452.565712,None,0,,None,0.516100168,0.000968218,455.5672059,3.002000809,3.001493931,0.000506878,,,,,,,,,,,,,,,,,,,,,1.22,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,3,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,0,56,0,0,0,0,0,None,,,456.2640321,None,0,,None,0.503602028,0.001690865,459.2536559,3.686450004,2.989623785,0.696826219,,,,,,,,,,,,,,,,,,,,,1.07,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,0,56,0,1,0,1,0,None,,,459.254185,None,0,,None,0.515993118,0.001041174,462.2560041,3.002348185,3.001819134,0.000529051,,,,,,,,,,,,,,,,,,,,,0.95,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,0,56,0,2,0,2,0,None,,,462.2564921,None,0,,None,0.516268969,0.001010895,465.2584851,3.002480984,3.001992941,0.000488043,,,,,,,,,,,,,,,,,,,,,0.84,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,0,56,0,3,0,3,0,None,,,465.258975,None,0,,None,0.516278028,0.001098156,468.26124,3.002754926,3.002264976,0.00048995,,,,,,,,,,,,,,,,,,,,,0.85,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,0,56,0,4,0,4,0,None,,,468.261914,None,0,,None,0.516052961,0.000954866,471.2633331,3.002093077,3.001419067,0.00067401,,,,,,,,,,,,,,,,,,,,,0.97,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,1,57,1,0,0,0,0,None,,,471.924422,None,0,,None,0.506167889,0.001730919,474.916357,3.653023958,2.991935014,0.661088944,,,,,,,,,,,,,,,,,,,,,3.77,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,1,57,1,1,0,1,0,None,,,474.916909,None,0,,None,0.516182184,0.001051188,477.9187779,3.002420903,3.001868964,0.000551939,,,,,,,,,,,,,,,,,,,,,3.77,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,1,57,1,2,0,2,0,None,,,477.9194541,None,0,,None,0.515916824,0.00127697,480.9209239,3.002146005,3.00146985,0.000676155,,,,,,,,,,,,,,,,,,,,,4.13,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,1,57,1,3,0,3,0,None,,,480.9214489,None,0,,None,0.516072035,0.001049995,483.9235091,3.002585173,3.002060175,0.000524998,,,,,,,,,,,,,,,,,,,,,4.14,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,1,57,1,4,0,4,0,None,,,483.924109,None,0,,None,0.515930891,0.001104832,486.9259601,3.002450943,3.001851082,0.000599861,,,,,,,,,,,,,,,,,,,,,4.17,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,1,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,2,58,2,0,0,0,0,None,,,487.632921,None,0,,None,0.510162115,0.001410007,490.6289489,3.702988863,2.996027947,0.706960916,,,,,,,,,,,,,,,,,,,,,0.7,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,2,58,2,1,0,1,0,None,,,490.629458,None,0,,None,0.516341925,0.000989914,493.6315341,3.002585173,3.002076149,0.000509024,,,,,,,,,,,,,,,,,,,,,0.35,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,2,58,2,2,0,2,0,None,,,493.6320591,None,0,,None,0.516202211,0.001005173,496.6338391,3.00230503,3.001780033,0.000524997,,,,,,,,,,,,,,,,,,,,,0.72,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,2,58,2,3,0,3,0,None,,,496.63446,None,0,,None,0.516294956,0.001015902,499.636332,3.002492905,3.001872063,0.000620842,,,,,,,,,,,,,,,,,,,,,0.44,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,2,58,2,4,0,4,0,None,,,499.6368811,None,0,,None,0.516031981,0.001039982,502.6386299,3.002297878,3.0017488,0.000549078,,,,,,,,,,,,,,,,,,,,,0.49,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,2,58,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,3,59,1,0,0,0,0,None,,,503.32811,None,0,,None,0.510976076,0.000955105,506.3245239,3.685894013,2.996413946,0.689480067,,,,,,,,,,,,,,,,,,,,,0.78,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,3,59,1,1,0,1,0,None,,,506.3250539,None,0,,None,0.516185045,0.000993013,509.327107,3.002583027,3.002053023,0.000530004,,,,,,,,,,,,,,,,,,,,,0.86,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,3,59,1,2,0,2,0,None,,,509.327656,None,0,,None,0.516097069,0.000953913,512.3296211,3.002514124,3.001965046,0.000549078,,,,,,,,,,,,,,,,,,,,,1.24,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,3,59,1,3,0,3,0,None,,,512.330116,None,0,,None,0.516258001,0.000953913,515.331948,3.002326965,3.001832008,0.000494957,,,,,,,,,,,,,,,,,,,,,1.11,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,3,59,1,4,0,4,0,None,,,515.3325009,None,0,,None,0.516242981,0.001088142,518.3346701,3.002722025,3.002169132,0.000552893,,,,,,,,,,,,,,,,,,,,,1.18,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,3,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,0,60,0,0,0,0,0,None,,,519.0536811,None,0,,None,0.51523304,0.001320124,522.054219,3.71954894,3.000537872,0.719011068,,,,,,,,,,,,,,,,,,,,,4.02,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,0,60,0,1,0,1,0,None,,,522.0547149,None,0,,None,0.51618886,0.000990868,525.0566039,3.002384902,3.001888991,0.000495911,,,,,,,,,,,,,,,,,,,,,4.04,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,0,60,0,2,0,2,0,None,,,525.0571091,None,0,,None,0.516263962,0.000990152,528.059114,3.00251007,3.002004861,0.000505209,,,,,,,,,,,,,,,,,,,,,3.85,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,0,60,0,3,0,3,0,None,,,528.0596681,None,0,,None,0.516070127,0.000997066,531.0612149,3.002100945,3.00154686,0.000554085,,,,,,,,,,,,,,,,,,,,,4.15,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,0,60,0,4,0,4,0,None,,,531.0617089,None,0,,None,0.51612711,0.001147032,534.0635781,3.002363205,3.001869202,0.000494003,,,,,,,,,,,,,,,,,,,,,4,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,1,61,3,0,0,0,0,None,,,534.7506239,None,0,,None,0.513513088,0.000923157,537.7667291,3.703150987,3.016105175,0.687045812,,,,,,,,,,,,,,,,,,,,,1.13,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,1,61,3,1,0,1,0,None,,,537.7672501,None,0,,None,0.516175032,0.000990868,540.7690821,3.002352953,3.001832008,0.000520945,,,,,,,,,,,,,,,,,,,,,1.09,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,1,61,3,2,0,2,0,None,,,540.7696409,None,0,,None,0.51617384,0.001091957,543.771888,3.002805949,3.002247095,0.000558854,,,,,,,,,,,,,,,,,,,,,0.76,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,1,61,3,3,0,3,0,None,,,543.7723989,None,0,,None,0.516210079,0.000967026,546.7740121,3.002124071,3.00161314,0.000510931,,,,,,,,,,,,,,,,,,,,,0.75,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,1,61,3,4,0,4,0,None,,,546.774488,None,0,,None,0.521129131,0.000946045,549.776716,3.002703905,3.002228022,0.000475883,,,,,,,,,,,,,,,,,,,,,1.22,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,1,61,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,2,62,0,0,0,0,0,None,,,550.5043731,None,0,,None,0.506160975,0.001013041,553.4961281,3.719412088,2.991755008,0.72765708,,,,,,,,,,,,,,,,,,,,,4.15,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,2,62,0,1,0,1,0,None,,,553.4966621,None,0,,None,0.516234159,0.000977039,556.4982121,3.002084017,3.001549959,0.000534058,,,,,,,,,,,,,,,,,,,,,3.94,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,2,62,0,2,0,2,0,None,,,556.4987121,None,0,,None,0.516252041,0.000980139,559.500634,3.002421856,3.001921892,0.000499964,,,,,,,,,,,,,,,,,,,,,4.08,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,2,62,0,3,0,3,0,None,,,559.5011351,None,0,,None,0.516324997,0.000956059,562.5033209,3.002686977,3.002185821,0.000501156,,,,,,,,,,,,,,,,,,,,,4.18,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,2,62,0,4,0,4,0,None,,,562.503814,None,0,,None,0.516103029,0.000941038,565.50561,3.002289057,3.001796007,0.00049305,,,,,,,,,,,,,,,,,,,,,3.85,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,2,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,3,63,3,0,0,0,0,None,,,566.2093451,None,0,,None,0.513762951,0.001389027,569.2089729,3.703362942,2.999627829,0.703735113,,,,,,,,,,,,,,,,,,,,,2.18,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,3,63,3,1,0,1,0,None,,,569.209465,None,0,,None,0.516299009,0.000928164,572.2113709,3.002398014,3.001905918,0.000492096,,,,,,,,,,,,,,,,,,,,,1.88,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,3,63,3,2,0,2,0,None,,,572.21188,None,0,,None,0.516031027,0.000952005,575.213578,3.002207041,3.001698017,0.000509024,,,,,,,,,,,,,,,,,,,,,1.81,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,3,63,3,3,0,3,0,None,,,575.214081,None,0,,None,0.516173124,0.000939131,578.216306,3.002727985,3.002224922,0.000503063,,,,,,,,,,,,,,,,,,,,,1.82,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,3,63,3,4,0,4,0,None,,,578.2168481,None,0,,None,0.515938997,0.001322031,581.218096,3.001790047,3.001247883,0.000542164,,,,,,,,,,,,,,,,,,,,,1.79,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,15,3,63,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,0,64,0,0,0,0,0,None,,,581.9551799,None,0,,None,0.513454914,0.000913858,584.9545469,3.73645091,2.999366998,0.737083912,,,,,,,,,,,,,,,,,,,,,4.02,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,0,64,0,1,0,1,0,None,,,584.9550481,None,0,,None,0.516200066,0.00100708,587.956954,3.002407074,3.001905918,0.000501156,,,,,,,,,,,,,,,,,,,,,4.08,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,0,64,0,2,0,2,0,None,,,587.957454,None,0,,None,0.516283989,0.000908852,590.9593589,3.002404929,3.001904965,0.000499964,,,,,,,,,,,,,,,,,,,,,4.11,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,0,64,0,3,0,3,0,None,,,590.959857,None,0,,None,0.516310215,0.000941038,593.962126,3.002767086,3.00226903,0.000498056,,,,,,,,,,,,,,,,,,,,,3.87,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,0,64,0,4,0,4,0,None,,,593.962647,None,0,,None,0.516339064,0.00097394,596.9643719,3.002245903,3.001724959,0.000520944,,,,,,,,,,,,,,,,,,,,,4.12,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,1,65,1,0,0,0,0,None,,,597.6815729,None,0,,None,0.500074863,0.001015902,600.6843121,3.719940185,3.002739191,0.717200994,,,,,,,,,,,,,,,,,,,,,3.77,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,1,65,1,1,0,1,0,None,,,600.684798,None,0,,None,0.515890837,0.000931978,603.6865079,3.002195835,3.001709938,0.000485897,,,,,,,,,,,,,,,,,,,,,3.97,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,1,65,1,2,0,2,0,None,,,603.6869969,None,0,,None,0.516179085,0.000956059,606.688678,3.002170086,3.001681089,0.000488997,,,,,,,,,,,,,,,,,,,,,3.78,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,1,65,1,3,0,3,0,None,,,606.6892149,None,0,,None,0.515999079,0.001029015,609.6909649,3.002286911,3.001749992,0.000536919,,,,,,,,,,,,,,,,,,,,,4.25,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,1,65,1,4,0,4,0,None,,,609.691484,None,0,,None,0.51630497,0.001021147,612.6936259,3.00266099,3.002141953,0.000519037,,,,,,,,,,,,,,,,,,,,,3.9,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,1,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,2,66,1,0,0,0,0,None,,,613.459703,None,0,,None,0.50109005,0.000957012,616.463351,3.769725084,3.003648042,0.766077042,,,,,,,,,,,,,,,,,,,,,1.1,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,2,66,1,1,0,1,0,None,,,616.463985,None,0,,None,0.516093016,0.001053095,619.4660981,3.002747059,3.002113104,0.000633955,,,,,,,,,,,,,,,,,,,,,1.05,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,2,66,1,2,0,2,0,None,,,619.466747,None,0,,None,0.516009092,0.000968218,622.468255,3.002156973,3.001507997,0.000648976,,,,,,,,,,,,,,,,,,,,,0.92,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,2,66,1,3,0,3,0,None,,,622.468791,None,0,,None,0.516339779,0.0009408,625.470679,3.002424002,3.001888037,0.000535965,,,,,,,,,,,,,,,,,,,,,1.11,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,2,66,1,4,0,4,0,None,,,625.471205,None,0,,None,0.51610899,0.000943184,628.473109,3.002429962,3.001904011,0.000525951,,,,,,,,,,,,,,,,,,,,,0.85,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,2,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,3,67,3,0,0,0,0,None,,,629.201766,None,0,,None,0.505398035,0.001643896,632.1922891,3.719180107,2.9905231,0.728657007,,,,,,,,,,,,,,,,,,,,,0.53,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,3,67,3,1,0,1,0,None,,,632.192775,None,0,,None,0.516322851,0.00095892,635.1947441,3.002454996,3.001969099,0.000485897,,,,,,,,,,,,,,,,,,,,,0.74,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,3,67,3,2,0,2,0,None,,,635.1953461,None,0,,None,0.516176939,0.001185894,638.1973531,3.002609015,3.002007008,0.000602007,,,,,,,,,,,,,,,,,,,,,0.61,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,3,67,3,3,0,3,0,None,,,638.1978481,None,0,,None,0.516186953,0.001017094,641.199707,3.002353906,3.001858949,0.000494957,,,,,,,,,,,,,,,,,,,,,0.45,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,3,67,3,4,0,4,0,None,,,641.200202,None,0,,None,0.516255856,0.000932932,644.2024319,3.002724886,3.002229929,0.000494957,,,,,,,,,,,,,,,,,,,,,0.5,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,16,3,67,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,17,0,68,1,0,0,0,0,None,,,644.9829431,None,0,,None,0.503513813,0.000926971,647.971947,3.769515038,2.989003897,0.780511141,,,,,,,,,,,,,,,,,,,,,1.2,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,17,0,68,1,1,0,1,0,None,,,647.9724431,None,0,,None,0.516297102,0.000945091,650.974463,3.002516031,3.002019882,0.000496149,,,,,,,,,,,,,,,,,,,,,1.13,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,17,0,68,1,2,0,2,0,None,,,650.9749789,None,0,,None,0.516076803,0.001005888,653.9768071,3.002344131,3.001828193,0.000515938,,,,,,,,,,,,,,,,,,,,,0.92,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,17,0,68,1,3,0,3,0,None,,,653.9772961,None,0,,None,0.516304016,0.00090909,656.9790139,3.002206803,3.001717806,0.000488997,,,,,,,,,,,,,,,,,,,,,1.18,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,17,0,68,1,4,0,4,0,None,,,656.979543,None,0,,None,0.516128063,0.001171112,659.9813881,3.002374172,3.001845121,0.000529051,,,,,,,,,,,,,,,,,,,,,1.13,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,17,0,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,17,1,69,2,0,0,0,0,None,,,660.7302141,None,0,,None,0.501775026,0.000993967,663.734498,3.753109932,3.004283905,0.748826027,,,,,,,,,,,,,,,,,,,,,0.29,LearningTask,,,59.9563154,3,2015_May_29_1129,10
