xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopBlocks.thisTrial,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,ok1.keys,ok1.rt,StartTrialTimeStamp,resp.keys,resp.corr,resp.rt,learningStimOnset,learningFixOnset,EndTrialTimeStamp,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,fixStopOnset,goStimOnset,stopSignalOnset,goResp.rt,key_resp_3.keys,key_resp_3.rt,computedRewardOutput,key_resp_7.keys,key_resp_7.rt,EndingSSD,expName,gender (m/f),age,frameRate,session,date,participant,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,1,37,2,3,0,3,0,None,,,,,,,,,,,,656.095556974,None,0,,0.515012979507,0.00170397758484,659.094786167,,,,,,,,,,,,,,,,,,,0.6,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,1,37,2,4,0,4,0,None,,,,,,,,,,,,659.095842123,None,0,,0.514956951141,0.0014750957489,662.095283031,,,,,,,,,,,,,,,,,,,0.31,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,1,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,9,2,38,0,0,0,0,0,None,,,,,,,,,,,,662.517256975,None,0,,0.511128902435,0.00096583366394,665.512314081,,,,,,,,,,,,,,,,,,,0.73,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,9,2,38,0,1,0,1,0,None,,,,,,,,,,,,665.512922049,None,0,,0.515891075134,0.00119018554688,668.513313055,,,,,,,,,,,,,,,,,,,0.5,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,9,2,38,0,2,0,2,0,None,,,,,,,,,,,,668.514532089,None,0,,0.514518976212,0.00127410888672,671.513581991,,,,,,,,,,,,,,,,,,,0.35,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,9,2,38,0,3,0,3,0,None,,,,,,,,,,,,671.514564991,None,0,,0.514830827713,0.00173687934875,674.513728142,,,,,,,,,,,,,,,,,,,0.6,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,9,2,38,0,4,0,4,0,None,,,,,,,,,,,,674.514309168,None,0,,0.515691041946,0.00107383728027,677.514348984,,,,,,,,,,,,,,,,,,,0.66,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,9,2,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,3,39,3,0,0,0,0,None,,,,,,,,,,,,677.962074041,None,0,,0.50193810463,0.000899076461792,680.964765072,,,,,,,,,,,,,,,,,,,3.83,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,3,39,3,1,0,1,0,None,,,,,,,,,,,,680.965777159,None,0,,0.514877080917,0.00156617164612,683.965097189,,,,,,,,,,,,,,,,,,,4.05,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,3,39,3,2,0,2,0,None,,,,,,,,,,,,683.965882063,None,0,,0.515537023544,0.00124883651733,686.965562105,,,,,,,,,,,,,,,,,,,4.0,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,3,39,3,3,0,3,0,None,,,,,,,,,,,,686.966555119,None,0,,0.515002965927,0.00162696838379,689.965909004,,,,,,,,,,,,,,,,,,,4.23,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,3,39,3,4,0,4,0,None,,,,,,,,,,,,689.966904163,None,0,,0.515067815781,0.00155282020569,692.966415167,,,,,,,,,,,,,,,,,,,4.11,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,3,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,10,0,40,0,0,0,0,0,None,,,,,,,,,,,,693.388815165,None,0,,0.510723829269,0.000949859619141,696.383843184,,,,,,,,,,,,,,,,,,,4.06,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,10,0,40,0,1,0,1,0,None,,,,,,,,,,,,696.384840012,None,0,,0.514962911606,0.00173091888428,699.384144068,,,,,,,,,,,,,,,,,,,3.78,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,10,0,40,0,2,0,2,0,None,,,,,,,,,,,,699.385146141,None,0,,0.514868974686,0.0014750957489,702.384572983,,,,,,,,,,,,,,,,,,,3.92,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,10,0,40,0,3,0,3,0,None,,,,,,,,,,,,702.385601044,None,0,,0.514736890793,0.00178384780884,705.38499999,,,,,,,,,,,,,,,,,,,3.84,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,10,0,40,0,4,0,4,0,None,,,,,,,,,,,,705.386067152,None,0,,0.51482796669,0.00126600265503,708.385369062,,,,,,,,,,,,,,,,,,,3.91,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,10,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,1,41,1,0,0,0,0,None,,,,,,,,,,,,708.807130098,None,0,,0.511152982712,0.000949144363403,711.802396059,,,,,,,,,,,,,,,,,,,2.14,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,1,41,1,1,0,1,0,None,,,,,,,,,,,,711.803392172,None,0,,0.515216112137,0.00182509422302,714.803014994,,,,,,,,,,,,,,,,,,,2.01,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,1,41,1,2,0,2,0,None,,,,,,,,,,,,714.804013968,None,0,,0.514950037003,0.00161218643188,717.803220987,,,,,,,,,,,,,,,,,,,1.94,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,1,41,1,3,0,3,0,None,,,,,,,,,,,,717.804224014,None,0,,0.51509308815,0.00176405906677,720.80381918,,,,,,,,,,,,,,,,,,,1.78,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,1,41,1,4,0,4,0,None,,,,,,,,,,,,720.804819107,None,0,,0.514855146408,0.00174999237061,723.804213047,,,,,,,,,,,,,,,,,,,2.22,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,1,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,2,42,1,0,0,0,0,None,,,,,,,,,,,,724.265799046,None,0,,0.504703044891,0.000963926315308,727.254517078,,,,,,,,,,,,,,,,,,,1.17,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,2,42,1,1,0,1,0,None,,,,,,,,,,,,727.255213022,None,0,,0.515648126602,0.00119018554688,730.255069017,,,,,,,,,,,,,,,,,,,0.97,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,2,42,1,2,0,2,0,None,,,,,,,,,,,,730.256072044,None,0,,0.515230178833,0.00150203704834,733.255376101,,,,,,,,,,,,,,,,,,,0.86,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,2,42,1,3,0,3,0,None,,,,,,,,,,,,733.256376982,None,0,,0.515294075012,0.00154614448547,736.255736113,,,,,,,,,,,,,,,,,,,0.87,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,2,42,1,4,0,4,0,None,,,,,,,,,,,,736.256740093,None,0,,0.515353918076,0.00170588493347,739.256332159,,,,,,,,,,,,,,,,,,,0.99,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,2,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,10,3,43,2,0,0,0,0,None,,,,,,,,,,,,739.695415974,None,0,,0.510673046112,0.00144195556641,742.690108061,,,,,,,,,,,,,,,,,,,0.56,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,10,3,43,2,1,0,1,0,None,,,,,,,,,,,,742.691123962,None,0,,0.515168905258,0.00171780586243,745.690448046,,,,,,,,,,,,,,,,,,,0.25,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,10,3,43,2,2,0,2,0,None,,,,,,,,,,,,745.691337109,None,0,,0.515542984009,0.00121402740479,748.691038132,,,,,,,,,,,,,,,,,,,0.71,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,10,3,43,2,3,0,3,0,None,,,,,,,,,,,,748.692047119,None,0,,0.514844894409,0.0014328956604,751.691415071,,,,,,,,,,,,,,,,,,,0.44,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,10,3,43,2,4,0,4,0,None,,,,,,,,,,,,751.692411184,None,0,,0.515162944794,0.0015549659729,754.692164183,,,,,,,,,,,,,,,,,,,0.57,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,10,3,43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,0,44,0,0,0,0,0,None,,,,,,,,,,,,755.143124104,None,0,,0.515285968781,0.000959157943726,758.142601967,,,,,,,,,,,,,,,,,,,0.62,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,0,44,0,1,0,1,0,None,,,,,,,,,,,,758.14359498,None,0,,0.514861106873,0.00176811218262,761.142700195,,,,,,,,,,,,,,,,,,,0.68,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,0,44,0,2,0,2,0,None,,,,,,,,,,,,761.14368701,None,0,,0.515185832977,0.00123286247253,764.143383026,,,,,,,,,,,,,,,,,,,0.28,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,0,44,0,3,0,3,0,None,,,,,,,,,,,,764.144376993,None,0,,0.515062093735,0.00174498558044,767.143541098,,,,,,,,,,,,,,,,,,,0.41,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,0,44,0,4,0,4,0,None,,,,,,,,,,,,767.144378185,None,0,,0.515455961227,0.00122594833374,770.144050121,,,,,,,,,,,,,,,,,,,0.25,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,11,1,45,2,0,0,0,0,None,,,,,,,,,,,,770.633745193,None,0,,0.509749889374,0.000908851623535,773.628031015,,,,,,,,,,,,,,,,,,,0.7,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,11,1,45,2,1,0,1,0,None,,,,,,,,,,,,773.629076004,None,0,,0.514811992645,0.00171303749084,776.628488064,,,,,,,,,,,,,,,,,,,0.29,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,11,1,45,2,2,0,2,0,None,,,,,,,,,,,,776.629482985,None,0,,0.514940023422,0.00160789489746,779.628669977,,,,,,,,,,,,,,,,,,,0.27,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,11,1,45,2,3,0,3,0,None,,,,,,,,,,,,779.629875183,None,0,,0.514973163605,0.00150299072266,782.628863096,,,,,,,,,,,,,,,,,,,0.51,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,11,1,45,2,4,0,4,0,None,,,,,,,,,,,,782.629587173,None,0,,0.515714883804,0.00123405456543,785.629489183,,,,,,,,,,,,,,,,,,,0.66,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,11,1,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,2,46,0,0,0,0,0,None,,,,,,,,,,,,786.070109129,None,0,,0.509162187576,0.000921010971069,789.063515186,,,,,,,,,,,,,,,,,,,3.96,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,2,46,0,1,0,1,0,None,,,,,,,,,,,,789.064507961,None,0,,0.514832019806,0.00157499313354,792.06370306,,,,,,,,,,,,,,,,,,,3.8,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,2,46,0,2,0,2,0,None,,,,,,,,,,,,792.064408064,None,0,,0.515567064285,0.00126194953918,795.064201117,,,,,,,,,,,,,,,,,,,3.92,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,2,46,0,3,0,3,0,None,,,,,,,,,,,,795.065221071,None,0,,0.515060901642,0.00174999237061,798.064577103,,,,,,,,,,,,,,,,,,,4.2,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,2,46,0,4,0,4,0,None,,,,,,,,,,,,798.06528616,None,0,,0.515449047089,0.00124406814575,801.065244198,,,,,,,,,,,,,,,,,,,4.22,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,11,2,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,11,3,47,1,0,0,0,0,None,,,,,,,,,,,,801.527053118,None,0,,0.504331827164,0.000931978225708,804.515825987,,,,,,,,,,,,,,,,,,,3.95,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,11,3,47,1,1,0,1,0,None,,,,,,,,,,,,804.516501188,None,0,,0.515279054642,0.00114607810974,807.516012192,,,,,,,,,,,,,,,,,,,4.11,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,11,3,47,1,2,0,2,0,None,,,,,,,,,,,,807.516644001,None,0,,0.515626192093,0.00102210044861,810.516640186,,,,,,,,,,,,,,,,,,,3.8,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,11,3,47,1,3,0,3,0,None,,,,,,,,,,,,810.5174191,None,0,,0.515305995941,0.000997066497803,813.517172098,,,,,,,,,,,,,,,,,,,3.83,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,11,3,47,1,4,0,4,0,None,,,,,,,,,,,,813.518194199,None,0,,0.514634132385,0.00167894363403,816.51755619,,,,,,,,,,,,,,,,,,,3.84,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,11,3,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,0,48,3,0,0,0,0,None,,,,,,,,,,,,817.024067163,None,0,,0.509572029114,0.00143694877625,820.01773119,,,,,,,,,,,,,,,,,,,0.51,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,0,48,3,1,0,1,0,None,,,,,,,,,,,,820.018265963,None,0,,0.515945911407,0.00106000900269,823.018172026,,,,,,,,,,,,,,,,,,,0.41,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,0,48,3,2,0,2,0,None,,,,,,,,,,,,823.019217014,q,0,0.317749977112,0.514950990677,0.00271201133728,826.018342018,,,,,,,,,,,,,,,,,,,0.35,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,0,48,3,3,0,3,0,None,,,,,,,,,,,,826.019042015,None,0,,0.515654802322,0.00122094154358,829.019025087,,,,,,,,,,,,,,,,,,,0.5,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,0,48,3,4,0,4,0,None,,,,,,,,,,,,829.020019054,None,0,,0.515141010284,0.00174498558044,832.019330978,,,,,,,,,,,,,,,,,,,0.35,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,0,48,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,12,1,49,1,0,0,0,0,None,,,,,,,,,,,,832.50919199,None,0,,0.509950876236,0.000916957855225,835.503204107,,,,,,,,,,,,,,,,,,,0.82,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,12,1,49,1,1,0,1,0,None,,,,,,,,,,,,835.504194975,None,0,,0.515152931213,0.00159502029419,838.503758192,,,,,,,,,,,,,,,,,,,0.86,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,12,1,49,1,2,0,2,0,None,,,,,,,,,,,,838.504605055,None,0,,0.515204191208,0.00127816200256,841.504410028,,,,,,,,,,,,,,,,,,,1.16,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,12,1,49,1,3,0,3,0,None,,,,,,,,,,,,841.505395174,None,0,,0.514969110489,0.00143814086914,844.504769087,,,,,,,,,,,,,,,,,,,1.11,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,12,1,49,1,4,0,4,0,None,,,,,,,,,,,,844.505648136,None,0,,0.514930009842,0.00136804580688,847.504885197,,,,,,,,,,,,,,,,,,,0.85,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,12,1,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,2,50,2,0,0,0,0,None,,,,,,,,,,,,847.984878063,None,0,,0.503227949142,0.000992059707642,850.988716125,,,,,,,,,,,,,,,,,,,0.57,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,2,50,2,1,0,1,0,None,,,,,,,,,,,,850.989701033,None,0,,0.51525592804,0.00131392478943,853.989380121,,,,,,,,,,,,,,,,,,,0.72,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,2,50,2,2,0,2,0,None,,,,,,,,,,,,853.990395069,None,0,,0.514909029007,0.00173807144165,856.989382982,,,,,,,,,,,,,,,,,,,0.47,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,2,50,2,3,0,3,0,None,,,,,,,,,,,,856.990104198,None,0,,0.515724182129,0.00126719474792,859.990200996,,,,,,,,,,,,,,,,,,,0.35,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,2,50,2,4,0,4,0,None,,,,,,,,,,,,859.991217136,None,0,,0.514975070953,0.00147604942322,862.990298033,,,,,,,,,,,,,,,,,,,0.61,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,2,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,3,51,3,0,0,0,0,None,,,,,,,,,,,,863.524605989,None,0,,0.515683889389,0.000942945480347,866.524301052,,,,,,,,,,,,,,,,,,,4.1,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,3,51,3,1,0,1,0,None,,,,,,,,,,,,866.524998188,None,0,,0.51554608345,0.00124502182007,869.524999142,,,,,,,,,,,,,,,,,,,3.95,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,3,51,3,2,0,2,0,None,,,,,,,,,,,,869.525985003,None,0,,0.515072107315,0.00153398513794,872.525163174,,,,,,,,,,,,,,,,,,,4.05,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,3,51,3,3,0,3,0,None,,,,,,,,,,,,872.525851965,None,0,,0.515685081482,0.00122904777527,875.525722027,,,,,,,,,,,,,,,,,,,3.78,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,3,51,3,4,0,4,0,None,,,,,,,,,,,,875.526722193,None,0,,0.514961004257,0.00176501274109,878.526051998,,,,,,,,,,,,,,,,,,,4.04,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,3,51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,0,52,2,0,0,0,0,None,,,,,,,,,,,,879.025125027,None,0,,0.500575065613,0.000936985015869,882.026571989,,,,,,,,,,,,,,,,,,,1.78,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,0,52,2,1,0,1,0,None,,,,,,,,,,,,882.027559996,None,0,,0.515101909637,0.00173211097717,885.026904106,,,,,,,,,,,,,,,,,,,1.81,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,0,52,2,2,0,2,0,None,,,,,,,,,,,,885.027884007,None,0,,0.51507806778,0.00149893760681,888.027642965,,,,,,,,,,,,,,,,,,,1.95,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,0,52,2,3,0,3,0,None,,,,,,,,,,,,888.028767109,None,0,,0.514614105225,0.00152397155762,891.028167009,,,,,,,,,,,,,,,,,,,1.97,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,0,52,2,4,0,4,0,None,,,,,,,,,,,,891.029152155,None,0,,0.514755010605,0.00160908699036,894.028292179,,,,,,,,,,,,,,,,,,,2.05,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,0,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,1,53,2,0,0,0,0,None,,,,,,,,,,,,894.525876045,None,0,,0.502044916153,0.000939130783081,897.528697014,,,,,,,,,,,,,,,,,,,0.64,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
