xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Blocks.thisTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,learningStimOnset,learningFixOnset,EndTrialTimeStamp,,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,fixStopOnset,goStimOnset,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,computedRewardOutput,expName,gender (m/f),age,frameRate,session,date,participant
-200,q,200,,,,0,8,8,5,4,0,4,0,None,,,,,,,,,,,,,,,,,,,,,None,0,,0.516272068,0.001150131,58.83759594,3.002640963,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,q,200,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,s,-200,,,,0,9,9,6,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,None,0,,0.505309105,0.001249075,61.923352,3.085756064,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,s,-200,,,,0,9,9,6,1,0,1,0,None,,,,,,,,,,,,,,,,,,,,,None,0,,0.516365051,0.001305103,64.92573595,3.002383947,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,s,-200,,,,0,9,9,6,2,0,2,0,None,,,,,,,,,,,,,,,,,,,,,None,0,,0.500775099,0.001274109,67.92815208,3.002416134,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,s,-200,,,,0,9,9,6,3,0,3,0,None,,,,,,,,,,,,,,,,,,,,,None,0,,0.516233921,0.001425982,70.93039393,3.00224185,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,s,-200,,,,0,9,9,6,4,0,4,0,None,,,,,,,,,,,,,,,,,,,,,None,0,,0.516330957,0.00127387,73.93303895,3.002645016,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,s,-200,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
,,,z,0,-200,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,80.05636811,6.123329163,-1,go,squaregreen.gif,z,1,0.517508984,1,0.517508984,1,0,0,0,0,0.001806021,0.508239985,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
,,,z,0,-200,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,83.05805898,3.001690865,0.25,stop,diamondblue.gif,z,1,0.41752696,1,0.517508984,1,1,0,0,0,0.002490044,0.513820887,0.764170885,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
,,,m,0,200,,,,,,,,,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,86.06013012,3.002071142,-1,go,squaregreen.gif,m,1,0.584280968,2,1.101789951,2,1,0,0,0,0.001141071,0.514682055,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
,,,z,0,-200,,,,,,,,,,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,89.06267905,3.002548933,0.25,stop,diamondblue.gif,None,0,,2,1.101789951,2,2,1,0,0,0.000985861,0.515852928,0.766006947,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
,,,z,0,-200,,,,,,,,,,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,92.06501412,3.002335072,-1,go,trianglemagenta.gif,None,0,,3,1.101789951,2,2,1,1,0,0.001036167,0.515566111,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
,,,m,0,200,,,,,,,,,,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,95.06736398,3.002349854,0.25,stop,crossyellow.gif,None,0,,3,1.101789951,2,3,2,1,0,0.00266099,0.515269995,0.765430927,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
,,,z,0,-200,,,,,,,,,,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,98.06983495,3.00247097,-1,go,hexagonorange.gif,None,0,,4,1.101789951,2,3,2,2,0,0.001038074,0.515475988,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
,,,m,0,200,,,,,,,,,,3,1,7,1,,,,,,,,,,,,,,,,,,,,,,101.072087,3.002252101,0.25,stop,invertedtrianglewhite.gif,None,0,,4,1.101789951,2,4,3,2,0,0.001396894,0.515298843,0.765522957,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
,,,m,0,200,,,,,,,,,,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,104.0742362,3.002149106,-1,go,trianglemagenta.gif,None,0,,5,1.101789951,2,4,3,3,0,0.001013041,0.515573978,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
,,,m,0,200,,,,,,,,,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,107.07689,3.002653837,-1,go,linecyan.gif,None,0,,6,1.101789951,2,4,3,4,0,0.001014948,0.515547991,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,115.990603,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.849170923,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,0,0,0,0,0,0,0,None,,,w,1,0.334259033,0.507925987,0.000975847,227.1395931,,,,,,,,,,,,,,,,,,,,2.19,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,1,1,0,0,0,0,0,None,,,s,0,0.40082407,0.503601074,0.001020908,230.308533,3.168939829,,,,,,,,,,,,,,,,,,,4.23,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,1,1,0,1,0,1,0,None,,,q,0,0.401298046,0.516232014,0.001219988,233.3110371,3.002504111,,,,,,,,,,,,,,,,,,,4.12,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,1,1,0,2,0,2,0,None,,,w,1,0.534625053,0.51629591,0.001275063,236.3139431,3.002906084,,,,,,,,,,,,,,,,,,,4.1,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,2,2,3,0,0,0,0,None,,,a,1,0.300723076,0.507166862,0.001010895,239.4831769,3.169233799,,,,,,,,,,,,,,,,,,,0.36,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,3,3,0,0,0,0,0,None,,,None,0,,0.515612125,0.00100112,242.669029,3.18585205,,,,,,,,,,,,,,,,,,,0.44,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,3,3,0,1,0,1,0,None,,,None,0,,0.516002893,0.00108099,245.671284,3.002254963,,,,,,,,,,,,,,,,,,,0.73,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,3,3,0,2,0,2,0,None,,,None,0,,0.516067028,0.001530886,248.6737101,3.002426148,,,,,,,,,,,,,,,,,,,0.64,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,3,3,0,3,0,3,0,None,,,None,0,,0.516206026,0.001528025,251.67592,3.002209902,,,,,,,,,,,,,,,,,,,0.41,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,3,3,0,4,0,4,0,None,,,None,0,,0.516219139,0.001243114,254.6782551,3.002335071,,,,,,,,,,,,,,,,,,,0.28,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,0,4,3,0,0,0,0,None,,,None,0,,0.514788151,0.000956059,257.8810821,3.202826977,,,,,,,,,,,,,,,,,,,0.53,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,0,4,3,1,0,1,0,None,,,None,0,,0.515708923,0.001754999,260.8837349,3.002652883,,,,,,,,,,,,,,,,,,,0.27,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,0,4,3,2,0,2,0,None,,,None,0,,0.51591897,0.001646042,263.886131,3.002396107,,,,,,,,,,,,,,,,,,,0.34,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,0,4,3,3,0,3,0,None,,,None,0,,0.516490221,0.001070023,266.8885272,3.002396107,,,,,,,,,,,,,,,,,,,0.35,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,0,4,3,4,0,4,0,None,,,None,0,,0.51609683,0.001475811,269.890806,3.002278805,,,,,,,,,,,,,,,,,,,0.52,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,1,5,0,0,0,0,0,None,,,None,0,,0.509541988,0.001103878,273.1269321,3.236126184,,,,,,,,,,,,,,,,,,,0.75,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,1,5,0,1,0,1,0,None,,,None,0,,0.515804052,0.00122714,276.1289589,3.002026797,,,,,,,,,,,,,,,,,,,0.76,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,1,5,0,2,0,2,0,None,,,None,0,,0.516222954,0.001102924,279.1314549,3.002496004,,,,,,,,,,,,,,,,,,,1.08,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,1,5,0,3,0,3,0,None,,,None,0,,0.516158104,0.001293182,282.133987,3.002532005,,,,,,,,,,,,,,,,,,,1.11,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,1,5,0,4,0,4,0,None,,,None,0,,0.516191006,0.001054049,285.1363361,3.002349138,,,,,,,,,,,,,,,,,,,1,LearningTask,,,59.98040839,3,2015_May_27_1604,4
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,2,6,1,0,0,0,0,None,,,None,0,,0.513415098,0.001128912,288.355948,3.219611883,,,,,,,,,,,,,,,,,,,2.04,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,2,6,1,1,0,1,0,None,,,None,0,,0.515935898,0.001283884,291.3581331,3.002185107,,,,,,,,,,,,,,,,,,,1.96,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,2,6,1,2,0,2,0,None,,,None,0,,0.516350985,0.001046896,294.360569,3.002435922,,,,,,,,,,,,,,,,,,,2.1,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,2,6,1,3,0,3,0,None,,,None,0,,0.516311884,0.000996113,297.362762,3.002192974,,,,,,,,,,,,,,,,,,,1.78,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,2,6,1,4,0,4,0,None,,,None,0,,0.516306877,0.001500845,300.3653162,3.002554179,,,,,,,,,,,,,,,,,,,1.78,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.98040839,3,2015_May_27_1604,4
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,1,3,7,1,0,0,0,0,None,,,None,0,,0.503118038,0.001445055,303.6014051,3.236088991,,,,,,,,,,,,,,,,,,,4.18,LearningTask,,,59.98040839,3,2015_May_27_1604,4
