StopOrGo,Amount,Shape,Color,StopOrGoAndAmountLoop.thisRepN,StopOrGoAndAmountLoop.thisTrialN,StopOrGoAndAmountLoop.thisN,StopOrGoAndAmountLoop.thisIndex,ShapeLoop.thisRepN,ShapeLoop.thisTrialN,ShapeLoop.thisN,ShapeLoop.thisIndex,ColorLoop.thisRepN,ColorLoop.thisTrialN,ColorLoop.thisN,ColorLoop.thisIndex,expName,gender (m/f),age,frameRate,session,date,participant,
Stop,2,diamond,orange,0,2,2,4,1,2,10,5,7,2,58,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,diamond,magenta,0,2,2,4,1,2,10,5,7,3,59,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,diamond,white,0,2,2,4,1,2,10,5,7,4,60,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,diamond,gray,0,2,2,4,1,2,10,5,7,5,61,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,diamond,cyan,0,2,2,4,1,2,10,5,7,6,62,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,diamond,green,0,2,2,4,1,2,10,5,7,7,63,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,diamond,,0,2,2,4,1,2,10,5,,,,,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,green,0,2,2,4,1,3,11,4,0,0,0,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,cyan,0,2,2,4,1,3,11,4,0,1,1,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,gray,0,2,2,4,1,3,11,4,0,2,2,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,yellow,0,2,2,4,1,3,11,4,0,3,3,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,magenta,0,2,2,4,1,3,11,4,0,4,4,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,white,0,2,2,4,1,3,11,4,0,5,5,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,blue,0,2,2,4,1,3,11,4,0,6,6,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,orange,0,2,2,4,1,3,11,4,0,7,7,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,orange,0,2,2,4,1,3,11,4,1,0,8,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,yellow,0,2,2,4,1,3,11,4,1,1,9,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,blue,0,2,2,4,1,3,11,4,1,2,10,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,magenta,0,2,2,4,1,3,11,4,1,3,11,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,white,0,2,2,4,1,3,11,4,1,4,12,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,green,0,2,2,4,1,3,11,4,1,5,13,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,gray,0,2,2,4,1,3,11,4,1,6,14,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,cyan,0,2,2,4,1,3,11,4,1,7,15,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,magenta,0,2,2,4,1,3,11,4,2,0,16,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,yellow,0,2,2,4,1,3,11,4,2,1,17,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,green,0,2,2,4,1,3,11,4,2,2,18,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,blue,0,2,2,4,1,3,11,4,2,3,19,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,cyan,0,2,2,4,1,3,11,4,2,4,20,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,orange,0,2,2,4,1,3,11,4,2,5,21,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,gray,0,2,2,4,1,3,11,4,2,6,22,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,white,0,2,2,4,1,3,11,4,2,7,23,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,green,0,2,2,4,1,3,11,4,3,0,24,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,magenta,0,2,2,4,1,3,11,4,3,1,25,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,white,0,2,2,4,1,3,11,4,3,2,26,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,blue,0,2,2,4,1,3,11,4,3,3,27,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,cyan,0,2,2,4,1,3,11,4,3,4,28,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,gray,0,2,2,4,1,3,11,4,3,5,29,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,orange,0,2,2,4,1,3,11,4,3,6,30,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,yellow,0,2,2,4,1,3,11,4,3,7,31,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,magenta,0,2,2,4,1,3,11,4,4,0,32,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,cyan,0,2,2,4,1,3,11,4,4,1,33,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,green,0,2,2,4,1,3,11,4,4,2,34,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,gray,0,2,2,4,1,3,11,4,4,3,35,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,orange,0,2,2,4,1,3,11,4,4,4,36,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,blue,0,2,2,4,1,3,11,4,4,5,37,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,yellow,0,2,2,4,1,3,11,4,4,6,38,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,white,0,2,2,4,1,3,11,4,4,7,39,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,orange,0,2,2,4,1,3,11,4,5,0,40,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,blue,0,2,2,4,1,3,11,4,5,1,41,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,gray,0,2,2,4,1,3,11,4,5,2,42,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,white,0,2,2,4,1,3,11,4,5,3,43,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,cyan,0,2,2,4,1,3,11,4,5,4,44,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,yellow,0,2,2,4,1,3,11,4,5,5,45,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,magenta,0,2,2,4,1,3,11,4,5,6,46,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,green,0,2,2,4,1,3,11,4,5,7,47,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,blue,0,2,2,4,1,3,11,4,6,0,48,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,cyan,0,2,2,4,1,3,11,4,6,1,49,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,magenta,0,2,2,4,1,3,11,4,6,2,50,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,orange,0,2,2,4,1,3,11,4,6,3,51,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,yellow,0,2,2,4,1,3,11,4,6,4,52,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,gray,0,2,2,4,1,3,11,4,6,5,53,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,white,0,2,2,4,1,3,11,4,6,6,54,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,green,0,2,2,4,1,3,11,4,6,7,55,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,gray,0,2,2,4,1,3,11,4,7,0,56,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,cyan,0,2,2,4,1,3,11,4,7,1,57,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,yellow,0,2,2,4,1,3,11,4,7,2,58,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,blue,0,2,2,4,1,3,11,4,7,3,59,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,green,0,2,2,4,1,3,11,4,7,4,60,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,orange,0,2,2,4,1,3,11,4,7,5,61,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,white,0,2,2,4,1,3,11,4,7,6,62,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,magenta,0,2,2,4,1,3,11,4,7,7,63,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,hexagon,,0,2,2,4,1,3,11,4,,,,,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,blue,0,2,2,4,1,4,12,6,0,0,0,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,magenta,0,2,2,4,1,4,12,6,0,1,1,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,gray,0,2,2,4,1,4,12,6,0,2,2,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,orange,0,2,2,4,1,4,12,6,0,3,3,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,white,0,2,2,4,1,4,12,6,0,4,4,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,yellow,0,2,2,4,1,4,12,6,0,5,5,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,cyan,0,2,2,4,1,4,12,6,0,6,6,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,green,0,2,2,4,1,4,12,6,0,7,7,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,gray,0,2,2,4,1,4,12,6,1,0,8,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,white,0,2,2,4,1,4,12,6,1,1,9,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,blue,0,2,2,4,1,4,12,6,1,2,10,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,magenta,0,2,2,4,1,4,12,6,1,3,11,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,orange,0,2,2,4,1,4,12,6,1,4,12,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,green,0,2,2,4,1,4,12,6,1,5,13,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,cyan,0,2,2,4,1,4,12,6,1,6,14,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,yellow,0,2,2,4,1,4,12,6,1,7,15,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,green,0,2,2,4,1,4,12,6,2,0,16,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,white,0,2,2,4,1,4,12,6,2,1,17,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,gray,0,2,2,4,1,4,12,6,2,2,18,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,magenta,0,2,2,4,1,4,12,6,2,3,19,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,orange,0,2,2,4,1,4,12,6,2,4,20,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,cyan,0,2,2,4,1,4,12,6,2,5,21,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,yellow,0,2,2,4,1,4,12,6,2,6,22,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,blue,0,2,2,4,1,4,12,6,2,7,23,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,white,0,2,2,4,1,4,12,6,3,0,24,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,gray,0,2,2,4,1,4,12,6,3,1,25,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,blue,0,2,2,4,1,4,12,6,3,2,26,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,magenta,0,2,2,4,1,4,12,6,3,3,27,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,green,0,2,2,4,1,4,12,6,3,4,28,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,orange,0,2,2,4,1,4,12,6,3,5,29,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,yellow,0,2,2,4,1,4,12,6,3,6,30,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,cyan,0,2,2,4,1,4,12,6,3,7,31,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,green,0,2,2,4,1,4,12,6,4,0,32,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,magenta,0,2,2,4,1,4,12,6,4,1,33,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,blue,0,2,2,4,1,4,12,6,4,2,34,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,gray,0,2,2,4,1,4,12,6,4,3,35,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,orange,0,2,2,4,1,4,12,6,4,4,36,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,white,0,2,2,4,1,4,12,6,4,5,37,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,cyan,0,2,2,4,1,4,12,6,4,6,38,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,yellow,0,2,2,4,1,4,12,6,4,7,39,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,blue,0,2,2,4,1,4,12,6,5,0,40,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,cyan,0,2,2,4,1,4,12,6,5,1,41,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,orange,0,2,2,4,1,4,12,6,5,2,42,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,magenta,0,2,2,4,1,4,12,6,5,3,43,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,white,0,2,2,4,1,4,12,6,5,4,44,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,yellow,0,2,2,4,1,4,12,6,5,5,45,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,green,0,2,2,4,1,4,12,6,5,6,46,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,gray,0,2,2,4,1,4,12,6,5,7,47,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,blue,0,2,2,4,1,4,12,6,6,0,48,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,gray,0,2,2,4,1,4,12,6,6,1,49,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,magenta,0,2,2,4,1,4,12,6,6,2,50,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,orange,0,2,2,4,1,4,12,6,6,3,51,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,yellow,0,2,2,4,1,4,12,6,6,4,52,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,green,0,2,2,4,1,4,12,6,6,5,53,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,white,0,2,2,4,1,4,12,6,6,6,54,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,cyan,0,2,2,4,1,4,12,6,6,7,55,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,white,0,2,2,4,1,4,12,6,7,0,56,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,blue,0,2,2,4,1,4,12,6,7,1,57,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,gray,0,2,2,4,1,4,12,6,7,2,58,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,cyan,0,2,2,4,1,4,12,6,7,3,59,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,yellow,0,2,2,4,1,4,12,6,7,4,60,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,green,0,2,2,4,1,4,12,6,7,5,61,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,orange,0,2,2,4,1,4,12,6,7,6,62,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,magenta,0,2,2,4,1,4,12,6,7,7,63,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,cross,,0,2,2,4,1,4,12,6,,,,,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,cyan,0,2,2,4,1,5,13,3,0,0,0,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,yellow,0,2,2,4,1,5,13,3,0,1,1,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,white,0,2,2,4,1,5,13,3,0,2,2,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,green,0,2,2,4,1,5,13,3,0,3,3,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,blue,0,2,2,4,1,5,13,3,0,4,4,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,magenta,0,2,2,4,1,5,13,3,0,5,5,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,gray,0,2,2,4,1,5,13,3,0,6,6,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,orange,0,2,2,4,1,5,13,3,0,7,7,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,yellow,0,2,2,4,1,5,13,3,1,0,8,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,orange,0,2,2,4,1,5,13,3,1,1,9,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,blue,0,2,2,4,1,5,13,3,1,2,10,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,gray,0,2,2,4,1,5,13,3,1,3,11,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,green,0,2,2,4,1,5,13,3,1,4,12,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,cyan,0,2,2,4,1,5,13,3,1,5,13,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,magenta,0,2,2,4,1,5,13,3,1,6,14,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,white,0,2,2,4,1,5,13,3,1,7,15,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,green,0,2,2,4,1,5,13,3,2,0,16,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,cyan,0,2,2,4,1,5,13,3,2,1,17,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,orange,0,2,2,4,1,5,13,3,2,2,18,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,white,0,2,2,4,1,5,13,3,2,3,19,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,gray,0,2,2,4,1,5,13,3,2,4,20,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,yellow,0,2,2,4,1,5,13,3,2,5,21,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,blue,0,2,2,4,1,5,13,3,2,6,22,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,magenta,0,2,2,4,1,5,13,3,2,7,23,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,cyan,0,2,2,4,1,5,13,3,3,0,24,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,orange,0,2,2,4,1,5,13,3,3,1,25,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,blue,0,2,2,4,1,5,13,3,3,2,26,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,green,0,2,2,4,1,5,13,3,3,3,27,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,magenta,0,2,2,4,1,5,13,3,3,4,28,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,white,0,2,2,4,1,5,13,3,3,5,29,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,gray,0,2,2,4,1,5,13,3,3,6,30,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,yellow,0,2,2,4,1,5,13,3,3,7,31,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,white,0,2,2,4,1,5,13,3,4,0,32,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,blue,0,2,2,4,1,5,13,3,4,1,33,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,cyan,0,2,2,4,1,5,13,3,4,2,34,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,magenta,0,2,2,4,1,5,13,3,4,3,35,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,yellow,0,2,2,4,1,5,13,3,4,4,36,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,green,0,2,2,4,1,5,13,3,4,5,37,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,orange,0,2,2,4,1,5,13,3,4,6,38,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,gray,0,2,2,4,1,5,13,3,4,7,39,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,gray,0,2,2,4,1,5,13,3,5,0,40,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,green,0,2,2,4,1,5,13,3,5,1,41,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,magenta,0,2,2,4,1,5,13,3,5,2,42,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,white,0,2,2,4,1,5,13,3,5,3,43,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,blue,0,2,2,4,1,5,13,3,5,4,44,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,cyan,0,2,2,4,1,5,13,3,5,5,45,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,orange,0,2,2,4,1,5,13,3,5,6,46,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,yellow,0,2,2,4,1,5,13,3,5,7,47,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,white,0,2,2,4,1,5,13,3,6,0,48,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,yellow,0,2,2,4,1,5,13,3,6,1,49,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,cyan,0,2,2,4,1,5,13,3,6,2,50,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,green,0,2,2,4,1,5,13,3,6,3,51,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,orange,0,2,2,4,1,5,13,3,6,4,52,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,blue,0,2,2,4,1,5,13,3,6,5,53,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,gray,0,2,2,4,1,5,13,3,6,6,54,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,magenta,0,2,2,4,1,5,13,3,6,7,55,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,gray,0,2,2,4,1,5,13,3,7,0,56,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,yellow,0,2,2,4,1,5,13,3,7,1,57,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,cyan,0,2,2,4,1,5,13,3,7,2,58,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,orange,0,2,2,4,1,5,13,3,7,3,59,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,2,invertedTriangle,magenta,0,2,2,4,1,5,13,3,7,4,60,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
