corrGoResp,yPosGoStim,xPosGoStim,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopBlocks.thisTrial,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,ok1.keys,ok1.rt,goResp.keys,goResp.corr,goResp.rt,expName,gender (m/f),age,frameRate,session,date,participant,
z,0,-200,,,,,0,0,0,0,None,5,1,11,0,,,z,1,0.451273202896,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,6,0,12,1,,,m,1,0.43439412117,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,6,1,13,0,,,z,1,0.333878040314,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,7,0,14,0,,,z,1,0.400735855103,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,7,1,15,0,,,z,1,0.36759185791,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,8,0,16,1,,,m,1,0.31750702858,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,8,1,17,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,9,0,18,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,9,1,19,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,10,0,20,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,10,1,21,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,11,0,22,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,11,1,23,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,12,0,24,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,12,1,25,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,13,0,26,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,13,1,27,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,14,0,28,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,14,1,29,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,15,0,30,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,15,1,31,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,16,0,32,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,16,1,33,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,17,0,34,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,17,1,35,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,18,0,36,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,18,1,37,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,19,0,38,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,19,1,39,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,20,0,40,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,20,1,41,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,21,0,42,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,21,1,43,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,22,0,44,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,22,1,45,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,23,0,46,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,23,1,47,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,24,0,48,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,24,1,49,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,25,0,50,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,25,1,51,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,26,0,52,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,26,1,53,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,27,0,54,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,27,1,55,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,28,0,56,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,28,1,57,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,29,0,58,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,29,1,59,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,30,0,60,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,30,1,61,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,31,0,62,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,31,1,63,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,32,0,64,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,32,1,65,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
m,0,200,,,,,0,0,0,0,None,33,0,66,1,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
z,0,-200,,,,,0,0,0,0,None,33,1,67,0,,,None,0,,LearningTask,,,59.9833248718,3,2015_Mar_31_0943,3002,
